Source_row,中文名,学名,省份,引用,原搁置原因,建议裁定,置信度,裁定依据
798,桑植趾沟蛙,Rana sangzhiensis,湖南,Yanqing Wu and Shengchao Shi and Huiguang Zhang and Weicai Chen and Bin Cai and Van Chung Hoang and Jun Wu and,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
799,明全蛙,Rana zhengi,四川,Yanqing Wu and Shengchao Shi and Huiguang Zhang and Weicai Chen and Bin Cai and Van Chung Hoang and Jun Wu and,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
800,越南林蛙,Rana johnsi,广西,Yanqing Wu and Shengchao Shi and Huiguang Zhang and Weicai Chen and Bin Cai and Van Chung Hoang and Jun Wu and,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
801,威宁蛙,Rana weiningensis,贵州,Yanqing Wu and Shengchao Shi and Huiguang Zhang and Weicai Chen and Bin Cai and Van Chung Hoang and Jun Wu and,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
804,,Rhabdophis akraios,,Yige PIAO and Zening CHEN and Yanqing WU and Shengchao SHI and Hirohiko TAKEUCHI and Teppei JONO and Masaya FU,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
805,颈槽蛇,Rhabdophis nuchalis,,Yige PIAO and Zening CHEN and Yanqing WU and Shengchao SHI and Hirohiko TAKEUCHI and Teppei JONO and Masaya FU,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
806,,Rhabdophis subminiatus,,Yige PIAO and Zening CHEN and Yanqing WU and Shengchao SHI and Hirohiko TAKEUCHI and Teppei JONO and Masaya FU,新种描述文献中的伴随物种记录，非明确新纪录事件,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
808,,Rhabdophis chrysargos,,Yige PIAO and Zening CHEN and Yanqing WU and Shengchao SHI and Hirohiko TAKEUCHI and Teppei JONO and Masaya FU,新种描述文献中的伴随物种记录，非明确新纪录事件,B7 坐标在境内可反推省份,中,无省份但坐标在境内；反推省份后按其文献类型处理（多为伴随→排除）
809,绿背树蛙,Rhacophorus dorsoviridis,,Yunming MO and Weicai CHEN and Xiaowen LIAO and Shichu ZHOU (2016). A New Species of the Genus Rhacophorus (An,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
810,台湾树蛙,Rhacophorus moltrechti,,Yunming MO and Weicai CHEN and Xiaowen LIAO and Shichu ZHOU (2016). A New Species of the Genus Rhacophorus (An,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
811,黑点树蛙,Rhacophorus nigropunctatus,,Yunming MO and Weicai CHEN and Xiaowen LIAO and Shichu ZHOU (2016). A New Species of the Genus Rhacophorus (An,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
812,无声囊泛树蛙,Rhacophorus mutus,,Yunming MO and Weicai CHEN and Xiaowen LIAO and Shichu ZHOU (2016). A New Species of the Genus Rhacophorus (An,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
813,大树蛙,Rhacophorus dennysi,,Yunming MO and Weicai CHEN and Xiaowen LIAO and Shichu ZHOU (2016). A New Species of the Genus Rhacophorus (An,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
814,沼蛙,Sylvirana guentheri,,Yunming MO and Weicai CHEN and Xiaowen LIAO and Shichu ZHOU (2016). A New Species of the Genus Rhacophorus (An,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
818,瑶山树蛙,Polypedates yaoshanensis,广西,DING-QI RAO、JEFFERY A. WILKINSON & HUI-NING LIU (2006). A new species of Rhacophorus (Anura: Rhacophoridae) fr,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
819,茅索水蛙,Sylvirana maosonensis,,Yunming MO and Weicai CHEN and Xiaowen LIAO and Shichu ZHOU (2016). A New Species of the Genus Rhacophorus (An,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
821,康定滑蜥,Scincella potanini,四川,Ruwan JIA and Zongyuan GAO and Dihao WU and Jinlong REN and Dechun JIANG and Wei WU (2024). A New Species of t,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
822,山滑蜥,Scincella monticola,,Ruwan JIA and Zongyuan GAO and Dihao WU and Jinlong REN and Dechun JIANG and Wei WU (2024). A New Species of t,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
823,瓦山滑蜥,Scincella schmidti,,Ruwan JIA and Zongyuan GAO and Dihao WU and Jinlong REN and Dechun JIANG and Wei WU (2024). A New Species of t,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
824,隐耳蜓蜥,Sphenomorphus cryptotis,,Ruwan JIA and Zongyuan GAO and Dihao WU and Jinlong REN and Dechun JIANG and Wei WU (2024). A New Species of t,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
826,阿东齿突蟾,Scutiger adungensis,,Ke JIANG and Kai WANG and Da-Hu ZOU and Fang YAN and Pi-Peng LI and Jing CHE (2016). A new species of the genu,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
827,,Scutiger bhutanensis,,Ke JIANG and Kai WANG and Da-Hu ZOU and Fang YAN and Pi-Peng LI and Jing CHE (2016). A new species of the genu,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
834,赵尔宓温泉蛇,Thermophis zhaoermii,四川,Lifang PENG and Changhu LU and Song HUANG and Peng GUO and Yaping ZHANG (2014). A New Species of the Genus The,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
837,文县瘰螈,Tylototriton wenxianensis,甘肃,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Sala",新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
842,大别瘰螈,Tylototriton dabienicus,,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Sala",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
843,红瘰疣螈,Tylototriton asperrimus,,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Sala",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
844,海南瘰螈,Tylototriton hainanensis,海南,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Sala",新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
845,越南瘰螈,Tylototriton vietnamensis,,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Sala",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
849,文县瘰螈,Tylototriton wenxianensis,甘肃,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Sala",新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
852,大别瘰螈,Tylototriton dabienicus,,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Sala",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
853,红瘰疣螈,Tylototriton asperrimus,,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Sala",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
854,海南瘰螈,Tylototriton hainanensis,海南,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Sala",新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
855,越南瘰螈,Tylototriton vietnamensis,,"Youhui SHEN and Jianping JIANG and Xiaoyang MO (2012). A New Species of the Genus Tylototriton (Amphibia, Sala",新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
860,细痣瑶螈,Tylototriton asperrimus,广西,Zhi-Tong Lyu and Jian Wang and Zhao-Chi Zeng and Jia-Jun Zhou and Shuo Qi and Han Wan and You-Yu Li and Ying-Y,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
861,巴塘树蛙,Rhacophorus batangensis,四川,JIA-TANG LI and JUN LIU and YUE-YING CHEN and JIA-WEI WU and ROBERT W. MURPHY and ER-MI ZHAO and YUE-ZHAO WANG,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
862,会理树蛙,Rhacophorus hui,四川,JIA-TANG LI and JUN LIU and YUE-YING CHEN and JIA-WEI WU and ROBERT W. MURPHY and ER-MI ZHAO and YUE-ZHAO WANG,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
863,赵居树蛙,Polypedates zhaojuensis,四川,JIA-TANG LI and JUN LIU and YUE-YING CHEN and JIA-WEI WU and ROBERT W. MURPHY and ER-MI ZHAO and YUE-ZHAO WANG,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
864,普洱树蛙,Polypedates puerensis,云南,JIA-TANG LI and JUN LIU and YUE-YING CHEN and JIA-WEI WU and ROBERT W. MURPHY and ER-MI ZHAO and YUE-ZHAO WANG,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
865,蔡氏疣螈,Tylototriton ziegleri,河江、高平,Zhi-Tong Lyu and Jian Wang and Zhao-Chi Zeng and Jia-Jun Zhou and Shuo Qi and Han Wan and You-Yu Li and Ying-Y,新种描述文献中的伴随物种记录，非明确新纪录事件,C 排除-记录地为国外省区,高,省份为国外行政区
866,,Tylototriton pasmansi,越南,Zhi-Tong Lyu and Jian Wang and Zhao-Chi Zeng and Jia-Jun Zhou and Shuo Qi and Han Wan and You-Yu Li and Ying-Y,新种描述文献中的伴随物种记录，非明确新纪录事件,C 排除-记录地为国外省区,高,省份为国外行政区
867,宽脊瑶螈,Tylototriton broadoridgus,,Zhi-Tong Lyu and Jian Wang and Zhao-Chi Zeng and Jia-Jun Zhou and Shuo Qi and Han Wan and You-Yu Li and Ying-Y,新种描述文献中的伴随物种记录，非明确新纪录事件,A3 排除-无省份且无坐标,高,无省级归属信息，无法构成省级事件
868,海南瑶螈,Tylototriton hainanensis,海南,Zhi-Tong Lyu and Jian Wang and Zhao-Chi Zeng and Jia-Jun Zhou and Shuo Qi and Han Wan and You-Yu Li and Ying-Y,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
869,文县瑶螈,Tylototriton wenxianensis,甘肃,Zhi-Tong Lyu and Jian Wang and Zhao-Chi Zeng and Jia-Jun Zhou and Shuo Qi and Han Wan and You-Yu Li and Ying-Y,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
870,黑斑瘰螈,Tylototriton asperrimus,广西,Zhi-Tong Lyu and Jian Wang and Zhao-Chi Zeng and Jia-Jun Zhou and Shuo Qi and Han Wan and You-Yu Li and Ying-Y,新种描述文献中的伴随物种记录，非明确新纪录事件,A4 排除(建议)-伴随物种记录,高-政策项,新种/分类文献中的伴随物种记录，无新纪录声明（与CBNR排除规则一致）；证据完备者可选保留为occurrence
